2 0 0 2 1 0 0 0 0 | 8.5 18.9015 6.19656 10 
0 1 4 0 0 0 2 0 0 | 10 10 7.03885 10 
0 1 2 1 0 0 0 0 0 | -90.92 2.96821 -53.7147 9.31758 
0 0 1 0 0 0 4 0 0 | 10 10 10 5.26509 
0 0 0 1 4 0 0 0 0 | 0.418153 8.34488 -75.26 1.20873 
2 4 0 3 1 0 0 0 0 | 8.5 10 7.735 10 
1 0 3 0 1 0 0 0 3 | 10 8.5 10 10 
0 4 1 0 0 0 4 0 0 | 10 10 5.2278 10 
3 1 4 0 4 0 0 0 0 | -53.4131 3.4 23.9958 10 
1 1 2 0 4 0 0 0 0 | -56 10 6.74485 10 
1 0 2 1 1 4 0 0 0 | 10 8.5 10 10 
1 0 1 4 0 0 0 0 4 | 10 10 7.03885 10 
2 4 0 1 3 0 0 0 0 | 3.4 10 -76.025 10 
3 1 4 0 2 0 0 0 0 | -50.9 3.4 19.2782 3.4 
3 1 2 0 2 0 0 0 0 | -55.1554 10 10 10 
4 3 0 1 3 0 0 0 0 | 6.60341 10 10 7 
4 1 3 2 0 0 0 0 0 | -50.5387 8.5 3.4 10 
2 0 4 3 1 0 0 0 0 | 3.4 7 10 -54.2589 
2 0 0 1 2 0 0 0 0 | 3.4 16.5806 -54.266 3.4 
0 2 1 0 2 1 0 0 0 | 10 -50.9 10 10 
0 0 0 2 1 0 0 0 3 | 6.58845 10 10 10 
3 4 0 1 1 0 0 0 0 | 8.5 7.02126 10 10 
4 0 2 1 0 4 0 0 0 | 3.4 10 10 10 
4 1 3 4 0 0 0 0 0 | 10 10 10 12.1 
3 1 0 0 3 0 0 0 1 | 10 10 10 -14 
0 1 0 0 4 0 4 0 0 | 10 10 3.4 10 
1 0 1 2 0 0 3 0 0 | 10 -50.9 10 10 
3 4 0 1 2 0 0 0 0 | 10 10 -56 10 
3 0 1 1 2 0 0 0 0 | 4.89138 10 10 10 
4 4 1 0 0 0 0 2 0 | 10 -54.2985 10 10 
2 1 0 0 1 0 0 0 0 | -56 50.1475 3.4 10 
1 1 2 0 1 0 1 0 0 | 10 -14 10 10 
0 3 0 0 1 0 0 3 0 | 10 10 3.4 10 
0 0 3 0 1 0 0 3 0 | 10 10 10 -56 
0 1 1 3 1 0 0 0 0 | 10 10 8.5 10 
2 0 3 1 1 0 0 0 0 | 10 23.74 10 10 
1 0 0 2 1 0 0 0 4 | 38.5766 10 10 10 
2 0 3 3 1 4 0 0 0 | 10 39.1 10 10 
0 1 0 0 1 0 0 4 0 | -51.665 16.9018 10 10 
2 0 1 0 1 0 0 0 0 | 8.5 -50.9 4.81737 -51.7776 
3 0 1 4 1 0 0 0 0 | 6.45557 -50.9 25.6147 10 
2 0 1 0 2 0 0 1 0 | 10 -50.9 10 10 
0 0 1 0 0 0 0 3 0 | 5.75186 -52.5129 3.4 10 
0 0 0 1 1 0 0 2 0 | 10 5.95162 10 10 
2 1 0 0 2 0 0 1 0 | -48.3089 15.4184 10 3.4 
4 4 1 0 0 3 0 0 0 | 10 10 3.4 10 
1 0 1 1 4 0 0 0 0 | 7 10 -40.6519 10 
2 1 3 0 4 0 2 0 0 | 10 10 8.76991 10 
1 3 1 0 4 0 0 0 0 | 52.7108 10 10 10 
0 1 3 0 4 0 0 0 0 | -50.9 0.76 1.50367 2.68832 
0 1 2 0 0 0 0 1 0 | -51.665 10 10 10 
0 3 1 0 3 0 0 0 0 | 0.76 -50.9 5.60311 2.60031 
0 0 4 1 0 0 0 0 2 | 10 10 10 3.4 
0 3 0 1 0 0 0 2 0 | 3.4 10 10 10 
0 1 0 3 1 0 0 0 0 | -52.9399 1.91127 14.1095 -51.6275 
3 4 0 2 1 0 0 0 0 | 10 10 58.0965 10 
2 4 1 2 0 0 0 0 0 | 8.5 10 10 10 
2 1 0 1 0 0 0 0 4 | -45.3258 10 10 3.4 
2 4 0 1 0 0 4 0 0 | 10 10 -54.266 10 
0 1 3 0 3 0 0 0 0 | -53.0114 10.0354 5.51962 2.254 
2 0 0 1 0 0 1 0 0 | 3.4 10 10 10 
0 3 1 0 3 0 0 2 0 | 10 10 3.4 10 
0 1 0 4 1 0 0 0 0 | -51.665 1.4542 10.6505 -55.3584 
2 0 1 3 0 0 2 0 0 | 10 10 10 7.74999 
0 1 4 1 4 0 0 0 0 | -52.174 3.4 -51.5548 10 
0 1 0 1 4 0 2 0 0 | -56 10 -49.284 10 
3 1 1 0 1 0 0 0 0 | -50.9 -51.665 45.7859 10 
3 0 0 1 1 3 0 0 0 | 3.4 10 10 10 
1 0 0 2 1 0 0 0 0 | 20.518 10 3.4 10 
3 1 0 3 0 0 0 0 0 | -54.9384 10 22.9084 10 
3 0 1 1 1 0 0 0 0 | 11.6874 10 10 -56 
0 4 0 4 1 0 0 0 0 | 1.66428 2.4897 2.18252 -50.9 
1 4 0 1 2 2 0 0 0 | 10 3.4 10 10 
0 1 0 0 0 0 0 0 2 | 10 8.5 10 10 
0 1 3 1 0 0 0 0 1 | 10 10 -56 10 
0 0 0 0 1 0 1 0 0 | 3.4 10 10 10 
1 3 1 0 1 0 0 0 0 | 7 -49.4006 7.03885 -54.6327 
0 3 0 2 1 0 0 1 0 | 10 10 -12.3028 10 
1 1 0 0 1 0 0 0 0 | -56 10 5.99845 10 
4 1 0 0 2 0 0 0 0 | -61.9556 7.71409 8.5 49.79 
3 2 1 0 1 0 0 0 0 | 8.5 -53.3035 18.3755 10 
0 1 0 0 4 0 0 1 0 | -53.6718 10 10 10 
0 3 0 1 4 0 0 0 0 | 8.24999 2.35457 -54.4084 2.8 
0 3 1 3 0 0 0 1 0 | 10 10 10 3.4 
4 1 4 0 0 0 0 0 0 | -54.2771 5.56499 3.4 45.1846 
2 0 4 0 1 0 0 0 0 | 9.4077 10 10 -50.9 
4 1 0 0 3 0 0 0 0 | -52.7914 8.5 8.5 48.8052 
2 0 0 1 4 0 0 0 0 | 3.4 23.7687 -53.0114 5.39322 
1 4 0 1 1 0 0 0 0 | 12.94 10 10 -50.9 
2 2 0 4 1 0 0 0 0 | 3.4 10.643 8.5 10 
4 2 0 0 1 0 0 0 0 | 4.52489 7.78883 3.4 -50.9 
2 0 2 2 1 0 0 0 0 | 10 34 10 10 
1 1 3 4 0 0 0 0 0 | -56 10 10 3.4 
1 0 4 0 1 0 1 0 0 | 10 10 10 -55.4694 
0 1 3 3 0 0 0 0 4 | 10 3.4 10 10 
1 2 1 1 0 0 0 0 2 | 10 -56 10 10 
4 2 1 1 4 0 0 0 0 | 10 10 -50.459 10 
0 0 4 1 2 3 0 0 0 | 10 3.4 10 10 
0 1 1 0 3 0 0 0 0 | -50.9 -56 19.5126 1.64921 
0 0 4 1 3 0 1 0 0 | 10 10 10 8.5 
1 1 4 0 4 0 0 0 0 | 10 10 10 3.4 
4 1 4 2 0 0 0 0 0 | -53.1775 7.34485 3.4 10 
2 3 0 1 0 0 0 0 0 | 3.4 44.6117 -50.9 10 
0 0 1 0 2 0 0 0 1 | 10 -51.7579 10 10 
0 0 0 1 1 0 4 0 0 | 14.3589 10 -54.2872 10 
3 3 1 0 0 0 0 0 0 | 7.735 -52.8953 21.0249 3.4 
1 0 1 0 1 0 0 4 0 | 10 10 10 -54.8818 
4 0 3 3 1 0 0 0 0 | 7.07159 8.5 10 -56 
0 0 1 1 0 0 0 3 0 | 10 -55.1106 10 10 
0 0 1 3 0 0 4 0 0 | 8.5 10 10 4.71517 
0 2 1 0 2 0 0 0 0 | 8.17837 -56 3.04507 1.22214 
0 1 4 0 4 0 0 0 0 | -44.1891 9.89604 2.76181 3.4 
2 1 3 4 0 0 0 2 0 | 10 10 3.4 10 
0 2 1 0 1 0 0 0 0 | 28.5015 -76.3761 1.22118 -53.5377 
0 4 0 2 1 3 0 0 0 | 10 10 10 -54.096 
1 3 0 0 1 0 0 0 0 | 7 3.4 10 -53.5908 
2 1 4 1 0 0 0 0 0 | -47.7827 55.1977 -51.3934 5.40377 
1 2 1 0 0 0 0 0 0 | 57.6571 -50.9 10 10 
0 4 0 1 2 0 4 0 0 | 10 3.4 10 10 
2 3 0 0 1 0 0 2 0 | 3.4 10 10 10 
0 3 1 0 2 0 0 4 0 | 10 10 3.4 10 
1 0 2 1 1 0 0 0 0 | 41.2853 10 -50.9 10 
3 0 3 2 1 0 0 0 0 | 10 8.22247 10 10 
0 3 1 1 0 0 0 0 0 | -0.370666 -75.26 -80.3586 -0.220787 
2 4 0 4 1 0 0 0 0 | 3.4 10 10 -51.665 
4 1 3 0 2 2 0 0 0 | 10 10 10 39.1 
0 0 0 1 0 0 0 0 3 | 9.84764 5.66251 10 3.4 
2 2 1 2 0 0 0 0 0 | 3.4 10 10 6.3886 
0 0 4 1 4 0 0 0 1 | 8.5 10 10 10 
0 0 4 1 0 0 0 0 3 | 6.22066 8.5 10 10 
1 0 1 4 0 2 0 0 0 | 10 10 6.60724 10 
0 2 0 4 1 0 0 0 0 | 3.74499 2.21759 2.26258 -50.9 
0 4 1 2 0 0 0 1 0 | 10 -53.3817 10 10 
0 4 0 1 3 0 0 0 2 | 6.16736 10 10 10 
2 4 1 3 0 0 0 0 0 | 3.4 10 10 10 
1 1 3 0 0 0 0 0 0 | -50.9 8.5 10 10 
4 2 1 0 4 0 0 0 0 | 10 10 10 47.9344 
1 1 0 4 0 0 0 0 0 | -50.9 8.5 5.91239 10 
0 1 4 0 2 0 0 0 0 | -52.3525 5.73575 5.134 1.91618 
1 0 3 1 0 0 0 0 0 | 7 3.4 -50.9 5.52634 
0 0 1 3 0 0 0 0 3 | 8.5 10 10 3.4 
0 3 0 4 1 0 0 0 0 | 3.4 5.95846 10 10 
0 0 0 0 1 0 2 0 0 | 10 3.4 10 10 
0 1 4 4 0 0 0 0 0 | -52.6595 0.736342 2.81437 2.63275 
0 1 2 2 0 0 0 0 0 | -77.3 5.89048 13.1958 7.12835 
4 1 0 4 0 0 0 0 0 | -53.1279 5.52151 5.86 20.3764 
0 1 1 4 0 0 0 0 2 | 10 -54.8945 10 10 
3 4 1 0 1 0 0 0 0 | 10 10 28.4881 10 
0 0 1 0 2 0 4 0 0 | 10 10 10 5.24447 
0 0 4 0 1 0 3 0 0 | 3.4 3.4 21.112 10 
4 0 2 1 0 0 0 4 0 | 6.13771 10 10 10 
2 3 1 3 0 0 0 0 0 | 9.571 -50.9 6.06284 10 
4 2 0 2 1 0 0 0 0 | 10 4.23312 10 10 
2 2 0 2 1 0 0 0 0 | 10 34.7435 10 10 
1 1 1 0 2 0 0 0 0 | 10 10 7.3066 10 
